Customer ID,Name,Address,Engagement Score,Satisfaction Level,Role within Service,Action Intent,Has Bought,Date
1475,Carrie English,"2939 Sarah Greens Apt. 132, Andersonside, ID 00915",183.0749194,45.96213806,reveal,south,FALSE,"9,3,2013"
5091,Paul Smith,"416 Hall Manors, Castillostad, DE 37704",841.7502236,11.833266,eat,public,TRUE,"17,4,2014"
2110,Claire Richards,"93687 Michael Flat Apt. 831, East Teresaside, FL 17969",475.9334968,52.16612623,heavy,point,TRUE,"26,4,2022"
2071,Todd Collins,"PSC 7514, Box 3108, APO AA 81481",214.251546,87.48635189,attorney,change,TRUE,"26,2,2019"
3314,Nicholas Perez,"7432 Foster Valleys, Cobbport, WA 14068",884.7619493,73.34969767,western,future,TRUE,"27,1,2013"
9778,Barbara Wang,"57982 Howard Park, Martinezfurt, LA 19140",287.9854878,65.70421968,within,available,TRUE,"26,11,2019"
3014,Danielle Lewis,"7592 Marie Mountain, Wrightton, GA 12423",533.0254198,,health,consider,TRUE,"3,9,2015"
2500,Adam Camacho,"PSC 0367, Box 9034, APO AE 67559",215.3038565,56.32243545,husband,law,FALSE,"27,11,2015"
4668,Anthony Johns,"Unit 5923 Box 9217, DPO AP 72242",684.1810966,38.11432685,always,public,TRUE,"2,6,2011"
9564,Janet Johnson,"76716 Luis Locks, Nicholasville, KY 98738",615.6201795,87.42253232,section,catch,TRUE,"25,1,2018"
4547,Jerry Martin,"6363 Anthony Squares Apt. 078, Powellside, IN 41936",768.7042732,74.59857457,put,sea,FALSE,"10,2,2018"
7623,David Griffith,"2618 Acosta Greens Suite 593, Port Lauren, OK 56508",898.7109934,39.25290081,network,society,TRUE,"7,11,2018"
9733,Edward Garza,"713 Lynch Field, East Juliafurt, ND 05826",597.0381137,88.83947718,picture,exactly,FALSE,"16,4,2010"
7594,Sara Mitchell,"785 Christopher Loaf Suite 889, South Michealhaven, OH 49812",337.6899399,96.98874225,try,marriage,,"16,9,2017"
6706,Kristin Johnson,"5337 David Oval, West Brian, NV 65177",326.3422129,87.45352592,measure,himself,FALSE,"15,7,2010"
4827,Patrick Duncan,"330 Aguilar Spring, Port Leeburgh, NE 61365",869.7838773,13.82844275,agree,kitchen,FALSE,"10,9,2018"
7714,John Duran,"10746 Jennifer Streets, Maryville, RI 66061",818.0614838,79.17404837,management,street,FALSE,"26,5,2019"
8540,David Richards,"4469 Vega Spring, Andersonside, CO 05785",129.2228657,77.729339,him,know,TRUE,"2,12,2021"
1081,Maria Whitehead,"PSC 0608, Box 6386, APO AE 85962",,63.73173815,central,make,TRUE,"10,11,2014"
3828,Adam Ramirez,"1670 Eric Burgs Suite 523, Lake Ashleyfort, TN 84550",301.3340218,22.06094248,these,page,TRUE,"25,9,2021"
9408,Richard Baker,"USNV Garcia, FPO AA 67655",228.4122071,89.28677861,behind,me,FALSE,"11,3,2012"
1091,Emily Ellis,"40902 Baker Plaza Apt. 155, West Dannyfort, UT 14262",657.2649847,79.93868397,human,bar,FALSE,"26,12,2015"
2770,David Bond,"42860 Jonathan Mountains, Annettetown, HI 70194",498.4278843,43.17286173,foreign,gun,FALSE,"14,12,2018"
1098,Andrea Salas,"930 Delgado Forge, Stevenport, VA 87502",858.6337103,21.89038944,behind,what,TRUE,"19,9,2016"
3260,Matthew Weiss,"43915 Turner Place, Leemouth, AZ 40651",183.9544319,82.61963065,history,film,TRUE,"23,2,2011"
8876,Jacqueline Porter,"2513 Kara Pass, North Darrelltown, NM 03449",611.0358003,73.37886294,interview,enter,FALSE,"22,12,2016"
6157,Ethan Rodriguez,"41398 Gutierrez Summit Apt. 572, Port Jason, WY 43400",927.0036038,98.63480339,weight,happy,,"9,6,2014"
8586,Susan Cruz,"323 John Curve, Mayomouth, TN 77054",674.3194894,15.99360621,sound,face,FALSE,"19,6,2017"
8169,Alfred Lowery,"8481 Joshua Shores, Nelsonland, FL 70216",959.9325516,24.75636295,perhaps,arm,FALSE,"15,7,2010"
3131,Matthew Willis,"178 Rebecca Street Suite 006, Robertshaven, MD 93181",198.2504132,49.38963087,save,yourself,FALSE,"21,8,2013"
2758,Gina Wilson,"0127 Juan Prairie, North Crystal, MN 42955",675.9927655,85.79220641,seat,stock,FALSE,"16,9,2018"
4320,Elizabeth Garcia,"030 Davis Glens Apt. 168, Paulton, IA 58521",537.8064661,71.3976225,conference,point,FALSE,"3,8,2012"
6306,Elizabeth Ramirez,"511 Carpenter Ridge, Aliceburgh, MN 93150",333.7634781,20.15498806,some,theory,TRUE,"20,10,2013"
5492,William Shelton,"797 Eaton Circles Suite 411, East Gregtown, AR 38734",816.8294866,60.29944304,realize,impact,FALSE,"21,8,2014"
9343,Austin Cisneros,"6664 Jennings Pass Suite 756, Scottborough, GA 21648",148.8255063,23.59368025,pass,strong,FALSE,"23,4,2010"
6888,Brandon Bowman,"945 Mccarthy Hills Apt. 968, Walkerbury, VA 34782",252.3208941,12.21607289,point,star,FALSE,"3,2,2017"
8260,Mike Valdez,"832 Jacobs Course Suite 383, East Christopherfort, WI 33358",667.5462281,76.56808372,position,create,TRUE,"7,7,2018"
3608,Joseph Smith,"8765 Michael Track, Lake John, AL 27358",510.4388393,17.98781166,,however,TRUE,"15,10,2010"
6962,Kelly Day,"972 Richard Alley, Lake Johnfort, TX 82871",958.0596346,98.69511313,not,save,TRUE,"23,10,2017"
6066,David Evans,"854 Figueroa Vista Apt. 075, North Keith, ID 25282",517.8817892,22.24389166,best,job,TRUE,"24,11,2016"
2045,Jennifer Green,"0148 Robert Flat Apt. 574, Port Deborahchester, CT 09604",398.2758431,70.16714854,like,alone,FALSE,"1,9,2020"
3384,Jessica Jackson,"Unit 5302 Box 8812, DPO AA 93448",784.2795675,22.35290466,film,middle,FALSE,"9,8,2017"
6018,Allison Mcgee,"6856 Adams Land, Angelaville, FL 29452",,98.75207717,turn,along,FALSE,"18,8,2019"
5461,Jennifer Huff,"9599 John Port, Lake William, AK 55894",168.6454651,16.92398284,common,voice,FALSE,"9,12,2019"
7118,Joel Andrews,"7031 Phelps Track, Warrenberg, ND 71598",438.459418,51.41348697,put,between,TRUE,"22,8,2018"
5482,Jonathan Williams,"5971 Hoover Locks Suite 748, Jeffreymouth, CO 41366",648.7197716,24.67318512,others,our,,"13,4,2014"
4122,Marisa Ryan,"718 Phillips Ford, Loganshire, IL 17098",206.1114092,79.43518389,approach,least,FALSE,"24,9,2010"
8593,Lance Ashley,"4709 Thomas Estate, New Garyville, TX 18088",528.4815747,25.31129134,political,sure,FALSE,"23,12,2018"
4822,Timothy Duran II,"96720 Farrell Parkway Apt. 581, North Toni, LA 13064",528.431537,17.21176674,likely,last,TRUE,"22,9,2015"
6010,Amanda Holmes,"777 Cynthia Courts Apt. 089, Savagechester, TN 08727",395.8839919,44.67238272,student,record,FALSE,"8,8,2020"
2744,Veronica Roberson,"52926 Fox Port, Port Timothy, KS 38711",757.7011978,63.42208611,teacher,that,FALSE,"21,10,2019"
3009,Jamie Coleman,"3864 Robinson Hill, Geraldfort, SD 70193",483.0719519,10.47840734,stand,recent,TRUE,"26,3,2018"
8602,Richard Wright,"6213 Jordan Rue, Meyershire, HI 76360",147.3240213,13.6527135,social,couple,TRUE,"7,3,2017"
6053,Antonio Hernandez,"3555 Mary Glens, Port Josephmouth, OH 10468",240.103919,72.59802084,need,art,FALSE,"15,12,2016"
2558,Catherine Moore,"183 Kimberly Squares Apt. 971, East Jasonhaven, PA 36615",841.1004272,54.37539817,finally,technology,TRUE,"14,4,2010"
2444,Deborah Johnson,"Unit 2672 Box 0404, DPO AP 19016",332.9052154,92.15007447,most,she,TRUE,"9,4,2019"
9241,Elizabeth Jordan,"504 Christina Corners Suite 242, South Johnny, CT 07718",127.6116254,36.17421701,next,skill,,"16,9,2011"
3465,Michael Morgan,"875 Joseph Extension Apt. 824, Scottfurt, DE 75696",159.5836507,98.65356138,me,six,TRUE,"25,5,2015"
4677,Shawn Martinez,"627 Tiffany Port Apt. 841, North Calvinview, KS 10111",257.8596568,31.62585964,job,tough,FALSE,"4,9,2011"
1686,Patrick Ryan,"903 Shaw Hills Suite 889, Mcgeeside, KS 94832",915.5587592,34.89376355,up,end,TRUE,"12,3,2019"
1116,Laura Li,"8106 Hill Haven, Nelsonmouth, LA 58045",408.0805169,86.73658998,far,end,FALSE,"12,7,2014"
8390,Raymond Mccullough,"USS Bates, FPO AE 31795",,86.34353943,fall,whole,FALSE,"19,9,2021"
8075,Mr. Mario Obrien DDS,"73682 Castillo Coves Apt. 763, Port Douglas, VT 69638",756.7911278,17.08082841,sure,north,TRUE,"12,2,2010"
9358,Jordan Young,"92510 Corey Tunnel Apt. 622, Lake Katie, OR 24347",175.9596394,67.01358498,rock,amount,,"11,10,2019"
8617,Sarah Morgan,"3029 Evans Turnpike, New Keith, GA 77457",906.9630369,37.80126309,need,agent,FALSE,"4,1,2020"
2671,Brian Warren,"238 Carson Junctions Apt. 114, Dawnburgh, WV 42209",946.3638968,41.02525499,hope,stock,FALSE,"13,4,2019"
2510,Eric Carr,"94625 Klein Drive, Ashleyburgh, CO 63611",638.344437,31.73565113,message,catch,FALSE,"12,6,2020"
4307,Jonathon Salinas,"246 Pacheco Manor, Harmonhaven, SD 62924",448.5835526,33.91095891,consider,happy,FALSE,"22,3,2021"
5732,Scott Thomas,"11912 Karen Extensions, New Rebecca, AR 56246",245.7101545,83.65218941,second,always,FALSE,"19,4,2015"
5778,Jeffrey Jones,"0585 Jason Crossroad Suite 481, Tannerside, CT 46646",158.5657558,92.14094713,news,point,FALSE,"7,2,2015"
2057,Matthew Morrow,"1423 Taylor Plains Apt. 144, West Nicole, CA 04796",,40.57388019,high,add,FALSE,"18,2,2015"
8191,Bonnie Spencer,"Unit 5683 Box 0506, DPO AA 68736",278.5876003,36.93489832,finally,no,TRUE,"16,12,2018"
3001,Matthew Mccormick,"9917 Reeves Mill Apt. 562, Toddland, MI 47622",614.9979458,94.38270642,police,yard,,"12,11,2014"
3938,Susan Gonzalez,"USS Velez, FPO AE 70719",165.4484199,13.79150529,someone,particularly,TRUE,"19,10,2012"
4729,Michelle Weeks,"2271 Garcia Rest, North Paulaland, CA 82657",958.7002426,,accept,seat,FALSE,"5,12,2015"
2546,Crystal Williams,"4450 Hansen Mount, West William, AZ 64511",609.5700885,19.70002667,,toward,FALSE,"1,10,2021"
8866,Kyle Carr,"347 Lindsay Summit Suite 514, West Sarah, SC 57675",959.0601067,,make,surface,TRUE,"25,1,2019"
2044,Douglas Benson,"PSC 5024, Box 0996, APO AP 34792",839.9635315,54.8449863,never,gas,TRUE,"6,7,2015"
4283,Ernest Howell,"6511 Jeremy Extension Apt. 051, Port Joelfurt, HI 59796",374.693363,87.29839599,occur,go,TRUE,"5,5,2011"
5851,Abigail Miller,"6170 Rivas Loop, Prattfurt, RI 30000",881.9883924,56.24657486,increase,show,FALSE,"14,12,2014"
5201,Edward May,"8740 Samuel Squares Apt. 535, South Tonyburgh, TN 95239",323.8976373,16.87226288,mind,clear,TRUE,"2,2,2018"
7942,Thomas Ramirez,"90600 Weeks Dale Suite 621, Smithville, WV 89612",762.1106614,12.84629958,billion,a,FALSE,"15,8,2016"
2648,Kathryn Obrien,"156 Michael Harbor, Parrishberg, OK 82859",861.6567285,92.00261413,more,entire,FALSE,"11,4,2019"
5410,Breanna Turner,"962 Michael Expressway, Floresside, IL 60142",340.9744,91.85835525,suffer,any,FALSE,"14,12,2021"
8021,Mike Wise,"281 Paige Fork, Mckenzieside, TN 30828",338.5561297,20.15380047,cause,fine,FALSE,"24,11,2010"
4873,Tim Dunn,"5576 Eric Estates, New Scotthaven, NY 15126",376.2309592,23.26290071,set,remain,TRUE,"6,3,2021"
4509,Melody Williams,"56383 Tonya Overpass, Hamiltonton, CT 88656",450.0671702,15.73618368,more,much,FALSE,"25,6,2021"
9362,Zachary Vazquez,"53071 Charles Roads, Lisaville, NJ 34009",228.3852564,18.67286806,family,wish,FALSE,"5,9,2011"
1755,Penny Wilson,"1057 Heidi Locks Apt. 571, Lake Joshuamouth, PA 94372",111.9564696,,structure,final,FALSE,"11,11,2015"
7045,Meghan Ramirez,"1558 Joshua Corners, East Grace, NH 66959",157.8651796,84.53084207,,seven,TRUE,"9,11,2020"
8599,Dr. Eric Black MD,"2818 Smith Bridge Apt. 373, Haynesfurt, NM 94611",725.1020024,49.19630837,themselves,serve,FALSE,"9,6,2020"
8170,Daniel Moyer,"51257 Hurley Pike, Juliestad, RI 30849",171.5722295,50.86067791,from,TV,,"12,8,2018"
6352,Adam Morales,"8168 Henry Lane, Lake Edwardborough, SC 72142",524.8809982,22.32239095,light,miss,TRUE,"13,1,2010"
5254,Thomas Lambert,"805 Amanda Fords Apt. 291, West Jerry, MD 52502",178.7835262,40.24166638,,a,FALSE,"12,7,2020"
7096,Clifford Rhodes,"03263 Mark Falls, Lutzville, UT 24535",987.4732365,95.80494278,meeting,behind,TRUE,"26,2,2017"
6604,Rachel Jackson,"USS Diaz, FPO AE 44692",,90.52731311,firm,go,TRUE,"23,2,2016"
7179,Diana Mcdonald,"490 Johnson Shoal Apt. 935, Angelport, TN 86011",102.960367,99.23974401,their,minute,FALSE,"20,4,2018"
7467,Melissa Clark,"USS Davis, FPO AP 19746",219.1569133,59.69415048,conference,sound,FALSE,"24,9,2019"
9746,Jeremy Nelson,"616 Jennifer Viaduct Suite 201, North Sarafort, AK 25180",830.9982375,80.17814053,break,herself,FALSE,"21,10,2015"
4895,Matthew Bell,"7563 Jason Isle Apt. 380, South Douglashaven, SC 30584",673.6009084,61.28285415,include,nice,FALSE,"14,8,2016"
6550,Wanda Moreno,"643 Franklin Path, Heatherstad, WY 67187",810.3935131,12.71480554,consumer,ahead,FALSE,"23,7,2021"
2911,Maria Jones,"89719 Mason Alley, Boothmouth, MD 87558",992.0615959,74.86647089,matter,source,TRUE,"22,9,2017"
5971,Anna Woods,"5473 Courtney Pass Suite 188, Port Gregoryfort, AZ 66606",164.8895036,35.41464612,discover,necessary,TRUE,"6,6,2014"
4738,Amy Riley,"7012 Walls Ports Apt. 877, Yangfurt, OH 34520",,91.92059895,help,method,FALSE,"19,1,2011"
3616,Sara Smith,"USS Patel, FPO AP 92846",358.8947654,39.20509515,sit,child,FALSE,"21,9,2013"
1756,Rebecca Brown,"8663 Trujillo Ferry Apt. 526, Rodriguezburgh, AZ 10715",327.3352256,27.29924508,apply,across,FALSE,"25,4,2021"
5060,Alexandria Bautista,"8799 Jordan Rapids, Lisaside, OK 14919",787.9005674,24.88803887,ever,condition,TRUE,"1,7,2014"
7109,Kimberly Young,"96798 Thomas Mall Suite 161, East Sarah, VA 82267",,81.40934227,discover,send,TRUE,"3,7,2016"
1874,Mary Bowers,"79202 David Trafficway Apt. 152, Port Monica, TN 36525",862.8175747,,benefit,receive,FALSE,"1,7,2014"
3226,Alexis Griffith,"772 West Knolls, Walkerville, OK 40971",496.1300222,80.6237554,third,source,TRUE,"11,10,2021"
4416,Amy Smith,"1666 West Light Suite 047, New Lisamouth, NY 61176",440.8569757,60.74480264,catch,he,,"4,4,2010"
8390,Molly Joyce,"572 Wallace Walk Suite 449, Russellfurt, NE 09668",491.0650311,30.92586494,until,compare,FALSE,"4,6,2017"
3172,Brian Roberts,"582 Lee Hollow, South Ericview, TN 61728",492.4698412,56.92087139,check,audience,FALSE,"21,12,2010"
6030,Duane Carr,"7855 Andrew Field, Leslieshire, CA 36477",928.2419105,,,stand,FALSE,"15,1,2013"
4208,Mallory Hamilton,"7556 Michael Knoll, Chaseborough, CT 33638",540.275488,79.07972332,around,difference,TRUE,"17,5,2019"
5439,Gregory Mayer,"07720 Brandon Crossroad, Francisberg, OR 24373",444.9276973,58.70653245,law,beyond,TRUE,"12,11,2016"
7369,Lauren Rosales,"274 Paul Greens Apt. 518, Port Adamville, DC 38731",754.9203081,79.94143399,out,different,TRUE,"17,9,2020"
5540,Christopher Norris,"77653 Yu Knoll, Lake Ryan, DE 93934",,63.96460209,reach,tree,TRUE,"6,9,2021"
5689,Dillon Palmer,"USS Vega, FPO AE 39962",716.471604,16.133956,baby,total,TRUE,"7,5,2021"
6364,Gary Collins,"8741 Kelley Inlet Apt. 624, Port Elizabeth, TX 38146",,24.06472109,start,reality,TRUE,"22,10,2020"
9862,Melanie Chavez,"PSC 2527, Box 0873, APO AA 96734",232.3590343,24.92650681,commercial,responsibility,FALSE,"1,4,2017"
8195,Mitchell Khan,"7227 Summers Port, North Willie, IA 05117",163.3697874,,,I,FALSE,"24,8,2011"
6874,Chad Jones,"461 Mason Streets Apt. 682, North Jonathan, IA 84813",348.5463793,40.84104093,want,plant,FALSE,"16,2,2016"
7752,Ethan Bailey,"Unit 4042 Box 9115, DPO AP 27187",657.8932243,41.56407517,issue,career,FALSE,"18,7,2022"
8425,Melissa Brown,"0723 Williams Cape Suite 760, Riverabury, SC 89841",950.872255,66.49503471,size,meet,FALSE,"18,9,2014"
4571,Nicole Wilson,"400 Huynh Point, Lake Jessicabury, IA 60156",454.8914292,22.32541645,well,show,TRUE,"21,6,2022"
4915,Jennifer Young,"48709 Donaldson Green Apt. 503, Michellemouth, ID 24202",515.1195656,71.81909963,fear,enjoy,FALSE,"15,2,2015"
3224,Judith Huerta,"0696 Kathleen Drive, East Nicoleland, HI 65873",727.9992283,20.15589352,attack,probably,TRUE,"10,11,2016"
2474,Michelle Rodriguez,"2023 Ramos Oval Apt. 446, Danielland, FL 93898",981.3172735,59.16969028,point,argue,TRUE,"10,12,2019"
3074,Laura Gray,"329 Gwendolyn Vista Apt. 382, East Elizabethmouth, UT 46295",921.6344376,10.65432655,surface,system,FALSE,"24,5,2019"
7172,Mary Miller,"783 Mark Isle Apt. 190, New Jennychester, CA 13835",456.6481193,42.35005073,serious,plan,TRUE,"7,8,2020"
9525,Shelia Burton,"516 Samuel Square, South Robin, LA 97114",616.7737654,32.86189752,finally,consumer,TRUE,"5,4,2010"
9866,Jared Rowe,"1832 Jennifer Village, Phillipfurt, KY 15313",755.0652496,87.81434965,product,minute,TRUE,"19,9,2017"
3600,Kathryn Rosales,"6714 Stokes Square Apt. 029, Watersmouth, CA 82387",213.5589296,35.1783589,spring,travel,FALSE,"4,9,2014"
9090,Kevin Thomas,"114 Jody Ways Apt. 631, South Jilltown, HI 83658",338.3853322,50.60366656,generation,treat,FALSE,"15,3,2010"
1396,Melanie Thompson,"463 Gardner Spur Apt. 593, Conleyville, GA 10997",221.6214598,99.01078126,themselves,pressure,FALSE,"6,8,2020"
8509,Lisa Wright,"Unit 8360 Box 2231, DPO AP 60458",601.6360138,50.90262872,everybody,data,TRUE,"16,6,2013"
7457,Jennifer Wilson,"59063 Torres Village Apt. 325, East Stanleyshire, IN 98982",551.1463652,77.51494399,to,speech,TRUE,"11,12,2019"
1911,James Torres,"204 Clark Summit, Jerryton, OH 76807",900.3677609,93.64135506,community,player,FALSE,"7,8,2018"
1049,Lori Jordan,"219 Robbins Landing Suite 091, Hesstown, IA 82421",453.8971766,80.32865518,cause,while,FALSE,"22,1,2014"
2405,Jennifer Thompson,"35446 Jamie Fords, New Gregoryhaven, KS 25632",117.2867223,92.0950424,whom,public,TRUE,"7,9,2015"
5338,Terrance Lamb,"04598 Burke Overpass, South Jacquelineport, KS 93818",655.3180668,35.14091043,describe,job,FALSE,"15,7,2011"
9287,Jessica Williams,"7344 Juarez Lakes Apt. 760, Mckenziemouth, TX 59296",969.0376195,77.00108371,voice,success,TRUE,"10,10,2016"
3507,Jacob Oneill,"20840 Jennifer Rest, Jordanfort, TN 56303",599.2939924,87.06274397,shake,source,TRUE,"10,1,2019"
2254,Kathryn Jarvis,"5903 Christian Inlet, North Katherinefort, WA 91921",967.3973032,68.86278775,necessary,people,TRUE,"1,12,2021"
1999,Robert Ortiz,"472 Ford Court, Fostershire, MT 92623",,28.68389236,Mr,visit,FALSE,"10,9,2015"
4030,Patricia Lopez,"01606 Ashley Parks, East Wendyshire, AK 66778",,38.71965211,walk,together,TRUE,"23,4,2014"
5039,Stephanie Thompson,"8144 Joseph Islands Suite 057, East Joshuaview, IL 92127",867.7685345,34.74549512,several,author,,"13,6,2016"
6833,Jodi Hernandez,"478 Lawrence Ridge Suite 125, Haneyville, AR 57385",362.2087851,85.17355874,usually,piece,TRUE,"21,4,2014"
1377,Melissa Anderson,"7866 Nicole Expressway, New Pamelaport, AR 64216",976.0397965,17.16342749,drive,agree,TRUE,"22,6,2018"
1831,Beth Yates,"92261 Justin Trace, Port Garyview, ID 76507",,28.9834071,skill,later,FALSE,"5,8,2010"
3669,Nicholas Terry,"Unit 6815 Box 4697, DPO AE 55701",582.3798206,85.3962202,coach,feel,FALSE,"23,6,2011"
1436,Kevin Moore,"097 Michael Valley, East Robertton, AL 77660",819.1876112,67.37413188,Mrs,night,TRUE,"7,6,2022"
9875,Wanda Adams,"Unit 2396 Box 3231, DPO AE 99856",517.6090555,67.77234877,store,bank,TRUE,"9,6,2020"
2473,John Hughes,"073 Bianca Motorway, Lewisview, WY 10626",599.4892968,89.72043761,interest,may,FALSE,"13,12,2012"
8535,Gregory Coffey,"709 Joseph Isle, Lake Jennifermouth, NY 30753",,85.1164472,pay,how,FALSE,"27,1,2011"
4636,Andrea Turner,"03746 Bryant Mews, North Justinview, WI 79492",115.2434337,96.88063291,area,office,FALSE,"13,8,2010"
5095,Jennifer Garcia,"8628 Brown Row, Port Pamelaburgh, NC 31411",892.8657192,84.2245501,land,reality,FALSE,"12,4,2010"
4410,Samuel Bender,"755 Christopher Divide Suite 678, South Vickieland, CA 93617",863.4598403,74.30672478,visit,vote,FALSE,"15,10,2016"
8837,Thomas Miller,"0824 Jones Station, Josephburgh, TX 09584",975.3188257,12.68345541,movement,participant,FALSE,"4,10,2014"
8475,Jason Griffin,"PSC 4058, Box 0983, APO AA 68627",892.3846188,43.59310718,sure,feeling,FALSE,"1,1,2018"
7570,Michael Daniel,"3531 Brenda Estate, Lake Desiree, CT 31276",,37.55432647,suffer,second,TRUE,"25,8,2018"
2941,Kenneth Hudson,"58529 Courtney Station Suite 854, Holmesfurt, GA 85587",,48.46541394,wish,wife,FALSE,"21,9,2021"
6490,Amy Ramos,"104 Allen Valleys Suite 297, Harrellton, IN 98517",227.9249024,69.88364067,conference,anything,FALSE,"21,10,2018"
8566,Lauren Evans,"192 Davis Trace Apt. 486, Osborneland, MD 74136",146.5673466,58.10240378,service,value,TRUE,"22,1,2013"
5087,Justin Green,"35209 Johnson Mills, North Erin, KS 67429",936.5839594,21.21070022,either,back,TRUE,"27,3,2013"
5570,Joshua Gray,"010 Salazar Place Apt. 171, Wilsonbury, RI 56838",883.5869166,43.99212163,treatment,at,FALSE,"15,1,2017"
4264,Michael Freeman,"PSC 5205, Box 0029, APO AP 28318",226.5623109,61.93151592,generation,hundred,TRUE,"15,6,2020"
7841,Megan Yang,"Unit 7910 Box 7768, DPO AA 95830",171.3650599,21.3699764,establish,wait,,"27,2,2022"
4357,Brian Douglas,"59198 Mary Streets Apt. 762, Port Elizabeth, ME 86681",891.4589514,93.36156314,serve,spring,FALSE,"5,4,2012"
3502,Natalie Mullins,"7478 Kimberly Mount Suite 883, Cindychester, MS 55471",720.3987396,28.34238129,successful,where,FALSE,"4,6,2011"
8668,Timothy Allen,"89283 Smith Lake, Grantmouth, NH 68238",187.1978313,27.38617573,character,local,TRUE,"4,12,2015"
9349,Deanna Morris,"938 Mia Greens Suite 868, Jenniferchester, OK 31439",433.5138377,88.11498856,happen,tough,FALSE,"15,2,2013"
2060,Maria Bishop,"Unit 1142 Box 0342, DPO AA 04006",199.8826531,60.42258495,material,statement,TRUE,"8,8,2010"
4978,Christopher Scott,"56909 Diana Vista Suite 566, Davidfurt, ME 59206",711.1898814,40.02346576,such,back,TRUE,"7,1,2018"
8323,Nicholas Green,"24431 Lewis Cliffs, Lake Williamton, MS 05779",236.7481784,50.16391469,,bring,TRUE,"16,1,2010"
9087,Rebecca Pacheco,"862 Christopher Canyon, East Ana, MA 83719",537.657239,27.20976549,plant,could,TRUE,"11,9,2018"
2839,Jay Mason,"423 Lopez Harbor Apt. 473, Chapmanshire, TX 71348",361.1898163,58.35417497,wear,least,FALSE,"22,7,2011"
6770,Michael Wheeler,"2634 Sean Brook, Leahside, MA 34025",871.6060392,60.00233538,everyone,manage,TRUE,"7,8,2015"
1793,Caroline Salinas,"25284 Odonnell Tunnel Suite 354, Lake Laurabury, NE 02335",,16.74562284,team,partner,,"25,8,2018"
1506,Melissa Johnson,"209 Nicole Lodge Suite 937, Fraziermouth, MT 48759",829.089168,38.4906552,now,say,FALSE,"7,11,2019"
8988,Kimberly Wilson,"048 Gordon Creek, Mauricefort, NV 32278",259.501196,,west,effort,TRUE,"11,3,2017"
7136,Lisa Graham,"422 Miles Fords Apt. 575, Jenningschester, AL 89941",361.8992407,52.97074382,,rock,FALSE,"11,12,2012"
9777,Francisco Cox,"2638 Gibson Wells Suite 200, South Shanefurt, NC 03943",431.7615094,27.47443848,year,least,FALSE,"10,8,2021"
4379,Sarah Marshall,"842 Brian Ramp, New Brenda, DE 95677",563.8069224,38.63776499,year,her,FALSE,"9,12,2020"
6116,Allison Martinez,"49171 Stephenson Points Suite 667, Robinsonport, ID 63818",330.4175735,19.0600857,call,yeah,FALSE,"7,9,2012"
6283,William Baker,"43565 Clark Lane, Lewiston, SD 50247",934.0112934,58.08842592,key,travel,FALSE,"5,2,2015"
2631,Joseph Andrade,"6544 Sandra Greens Suite 270, Gomezport, OK 88984",478.6278757,50.89070927,audience,white,FALSE,"13,10,2018"
1959,Eric Williams,"98982 Morales Center Suite 761, New Michellehaven, HI 35010",510.564898,58.01154421,tree,name,TRUE,"15,4,2012"
1690,Christopher Taylor,"0210 Aaron Lakes, Sandraburgh, PA 07304",817.0638291,48.70310111,minute,cover,TRUE,"23,9,2017"
6229,Jessica Moss,"97427 Kirsten Track, Erikaville, AZ 40593",231.9042031,65.99147089,door,social,FALSE,"22,5,2018"
2743,Rachael Lucas,"1228 Hammond Freeway, Kimberlymouth, VT 66365",249.2057373,,political,seek,TRUE,"5,8,2014"
1127,Christopher Cole,"2634 Chloe Summit, Port Tammy, ND 74868",,95.23042913,green,enter,FALSE,"8,10,2014"
3504,Nicholas Scott,"9813 Cole Pine Apt. 899, Port Jacquelinemouth, NE 43592",,95.15483081,policy,officer,TRUE,"22,9,2020"
6268,John Stevens,"8738 Jennifer Bypass Apt. 848, West William, AK 83255",947.586374,81.13493728,agree,push,TRUE,"10,7,2021"
4750,Mary Morris,"605 Walter Mountain Apt. 732, South Rose, AK 91064",989.0322826,38.28916109,environment,animal,FALSE,"15,1,2020"
8455,Mark Brown MD,"6450 Michael Gateway, Kathleenburgh, SD 48560",191.4969386,90.0514572,wife,you,TRUE,"7,4,2014"
3399,Mary Taylor,"482 Jeremy Plains Suite 851, Sheltonhaven, MT 59727",627.4981203,75.72134483,less,raise,TRUE,"4,5,2019"
5636,James White,"291 Kevin Burg, Danielstad, UT 89710",297.5573909,58.86568116,contain,successful,TRUE,"2,7,2017"
9580,Jeffrey Wolfe,"491 Thomas Greens Apt. 863, Friedmanshire, AK 52857",749.555684,95.64030156,chance,peace,TRUE,"15,8,2015"
1050,Mark Warner,"132 Kevin Summit, Monicaland, ID 43214",851.5112745,50.35738035,cost,game,TRUE,"6,3,2015"
3130,Brittany May,"396 Miller Avenue, South Lindsey, WY 64495",679.2150659,51.47579539,occur,do,TRUE,"2,7,2021"
8017,Jeremy Lee,"800 Alan Spring, Carrollton, LA 99754",518.4595235,81.16698789,rather,itself,FALSE,"2,7,2021"
4564,Amber Riggs,"11513 Melissa Walk, West Matthew, WY 34644",325.5608046,38.60191725,attorney,box,TRUE,"25,7,2018"
